행정구역별(읍면동),연령별,2010
성수1가2동,85세 이상,82
성수2가1동,0~4세,848
성수2가1동,5~9세,731
성수2가1동,10~14세,995
성수2가1동,15~19세,1242
성수2가1동,20~24세,1264
성수2가1동,25~29세,1661
성수2가1동,30~34세,1682
성수2가1동,35~39세,1766
성수2가1동,40~44세,1705
성수2가1동,45~49세,1768
성수2가1동,50~54세,1632
성수2가1동,55~59세,1204
성수2가1동,60~64세,899
성수2가1동,65~69세,713
성수2가1동,70~74세,509
성수2가1동,75~79세,290
성수2가1동,80~84세,148
성수2가1동,85세 이상,93
성수2가3동,0~4세,464
성수2가3동,5~9세,391
성수2가3동,10~14세,474
성수2가3동,15~19세,567
성수2가3동,20~24세,864
성수2가3동,25~29세,1503
성수2가3동,30~34세,1149
성수2가3동,35~39세,1044
성수2가3동,40~44세,797
성수2가3동,45~49세,895
성수2가3동,50~54세,1023
성수2가3동,55~59세,776
성수2가3동,60~64세,609
성수2가3동,65~69세,430
성수2가3동,70~74세,348
성수2가3동,75~79세,218
성수2가3동,80~84세,131
성수2가3동,85세 이상,83
송정동,0~4세,440
송정동,5~9세,485
송정동,10~14세,577
송정동,15~19세,748
송정동,20~24세,759
송정동,25~29세,1140
송정동,30~34세,1070
송정동,35~39세,1115
송정동,40~44세,1091
송정동,45~49세,1120
송정동,50~54세,1011
송정동,55~59세,744
송정동,60~64세,594
송정동,65~69세,413
송정동,70~74세,303
송정동,75~79세,182
송정동,80~84세,93
송정동,85세 이상,55
용답동,0~4세,507
용답동,5~9세,592
용답동,10~14세,887
용답동,15~19세,1026
용답동,20~24세,967
용답동,25~29세,1425
용답동,30~34세,1302
용답동,35~39세,1509
용답동,40~44세,1433
용답동,45~49세,1371
용답동,50~54세,1318
용답동,55~59세,950
용답동,60~64세,828
용답동,65~69세,706
용답동,70~74세,558
용답동,75~79세,296
용답동,80~84세,122
용답동,85세 이상,67
왕십리도선동,0~4세,402
왕십리도선동,5~9세,408
왕십리도선동,10~14세,568
왕십리도선동,15~19세,734
왕십리도선동,20~24세,922
왕십리도선동,25~29세,1140
왕십리도선동,30~34세,958
왕십리도선동,35~39세,940
왕십리도선동,40~44세,977
왕십리도선동,45~49세,967
왕십리도선동,50~54세,976
왕십리도선동,55~59세,749
왕십리도선동,60~64세,632
왕십리도선동,65~69세,612
왕십리도선동,70~74세,463
왕십리도선동,75~79세,327
왕십리도선동,80~84세,206
왕십리도선동,85세 이상,162
금호2·3가동,0~4세,793
금호2·3가동,5~9세,859
금호2·3가동,10~14세,1126
금호2·3가동,15~19세,1208
금호2·3가동,20~24세,1196
금호2·3가동,25~29세,1777
금호2·3가동,30~34세,1864
금호2·3가동,35~39세,1976
금호2·3가동,40~44세,1708
금호2·3가동,45~49세,1570
금호2·3가동,50~54세,1564
금호2·3가동,55~59세,1232
금호2·3가동,60~64세,1082
금호2·3가동,65~69세,985
금호2·3가동,70~74세,747
금호2·3가동,75~79세,452
금호2·3가동,80~84세,227
금호2·3가동,85세 이상,129
옥수동,0~4세,935
옥수동,5~9세,964
옥수동,10~14세,994
옥수동,15~19세,1175
옥수동,20~24세,1399
옥수동,25~29세,1955
옥수동,30~34세,2085
옥수동,35~39세,2223
옥수동,40~44세,1767
옥수동,45~49세,1695
옥수동,50~54세,1848
옥수동,55~59세,1502
옥수동,60~64세,1161
옥수동,65~69세,1035
옥수동,70~74세,784
옥수동,75~79세,513
옥수동,80~84세,273
옥수동,85세 이상,165
광진구,0~4세,13586
광진구,5~9세,14007
광진구,10~14세,19954
광진구,15~19세,24362
광진구,20~24세,29995
광진구,25~29세,40152
광진구,30~34세,33657
광진구,35~39세,30648
광진구,40~44세,29507
광진구,45~49세,29029
광진구,50~54세,28102
광진구,55~59세,20166
광진구,60~64세,15460
광진구,65~69세,11863
광진구,70~74세,8530
광진구,75~79세,4948
광진구,80~84세,2673
광진구,85세 이상,1680
화양동,0~4세,484
화양동,5~9세,455
화양동,10~14세,613
화양동,15~19세,1963
화양동,20~24세,5587
화양동,25~29세,5275
화양동,30~34세,2661
화양동,35~39세,1687
화양동,40~44세,1362
화양동,45~49세,1151
화양동,50~54세,1135
화양동,55~59세,895
화양동,60~64세,777
화양동,65~69세,637
화양동,70~74세,488
화양동,75~79세,256
화양동,80~84세,150
화양동,85세 이상,86
군자동,0~4세,663
군자동,5~9세,612
군자동,10~14세,900
군자동,15~19세,1308
군자동,20~24세,2207
군자동,25~29세,3046
군자동,30~34세,2128
군자동,35~39세,1714
군자동,40~44세,1498
군자동,45~49세,1576
군자동,50~54세,1554
군자동,55~59세,1177
군자동,60~64세,922
군자동,65~69세,785
군자동,70~74세,578
군자동,75~79세,291
군자동,80~84세,131
군자동,85세 이상,104
중곡1동,0~4세,578
중곡1동,5~9세,482
중곡1동,10~14세,763
중곡1동,15~19세,908
중곡1동,20~24세,1160
중곡1동,25~29세,1905
중곡1동,30~34세,1693
중곡1동,35~39세,1376
중곡1동,40~44세,1237
중곡1동,45~49세,1272
중곡1동,50~54세,1283
중곡1동,55~59세,915
중곡1동,60~64세,787
중곡1동,65~69세,602
중곡1동,70~74세,413
중곡1동,75~79세,201
중곡1동,80~84세,100
중곡1동,85세 이상,76
중곡2동,0~4세,808
중곡2동,5~9세,867
중곡2동,10~14세,1234
중곡2동,15~19세,1510
중곡2동,20~24세,1573
중곡2동,25~29세,2214
중곡2동,30~34세,1990
중곡2동,35~39세,1804
중곡2동,40~44세,1807
중곡2동,45~49세,1792
중곡2동,50~54세,1685
중곡2동,55~59세,1262
중곡2동,60~64세,979
중곡2동,65~69세,753
중곡2동,70~74세,490
중곡2동,75~79세,293
중곡2동,80~84세,141
중곡2동,85세 이상,109
중곡3동,0~4세,660
중곡3동,5~9세,657
중곡3동,10~14세,1119
중곡3동,15~19세,1315
중곡3동,20~24세,1249
중곡3동,25~29세,1713
중곡3동,30~34세,1626
중곡3동,35~39세,1524
중곡3동,40~44세,1708
중곡3동,45~49세,1598
중곡3동,50~54세,1450
중곡3동,55~59세,1027
중곡3동,60~64세,856
중곡3동,65~69세,658
중곡3동,70~74세,458
중곡3동,75~79세,266
중곡3동,80~84세,140
중곡3동,85세 이상,86
중곡4동,0~4세,1024
중곡4동,5~9세,1113
중곡4동,10~14세,1823
중곡4동,15~19세,2488
중곡4동,20~24세,1937
중곡4동,25~29세,2551
중곡4동,30~34세,2574
중곡4동,35~39세,2416
중곡4동,40~44세,2615
중곡4동,45~49세,2698
중곡4동,50~54세,2482
중곡4동,55~59세,1845
중곡4동,60~64세,1507
중곡4동,65~69세,1181
중곡4동,70~74세,724
중곡4동,75~79세,430
중곡4동,80~84세,246
중곡4동,85세 이상,147
능동,0~4세,413
능동,5~9세,311
능동,10~14세,351
능동,15~19세,512
능동,20~24세,904
능동,25~29세,1688
능동,30~34세,1367
능동,35~39세,889
능동,40~44세,722
능동,45~49세,659
능동,50~54세,739
능동,55~59세,596
능동,60~64세,505
능동,65~69세,375
능동,70~74세,276
능동,75~79세,147
능동,80~84세,91
능동,85세 이상,61
구의1동,0~4세,787
구의1동,5~9세,657
구의1동,10~14세,1013
구의1동,15~19세,1278
구의1동,20~24세,1750
구의1동,25~29세,3171
구의1동,30~34세,2664
구의1동,35~39세,1994
구의1동,40~44세,1655
구의1동,45~49세,1654
구의1동,50~54세,1586
구의1동,55~59세,1131
구의1동,60~64세,941
구의1동,65~69세,736
구의1동,70~74세,566
구의1동,75~79세,286
구의1동,80~84세,157
구의1동,85세 이상,84
구의2동,0~4세,1058
구의2동,5~9세,1147
구의2동,10~14세,1465
구의2동,15~19세,1628
구의2동,20~24세,1468
구의2동,25~29세,2297
구의2동,30~34세,2177
구의2동,35~39세,2219
구의2동,40~44세,2098
구의2동,45~49세,1940
구의2동,50~54세,1961
구의2동,55~59세,1619
구의2동,60~64세,1291
구의2동,65~69세,950
구의2동,70~74세,698
구의2동,75~79세,382
구의2동,80~84세,203
구의2동,85세 이상,134
구의3동,0~4세,1350
구의3동,5~9세,1210
구의3동,10~14세,1608
구의3동,15~19세,1855
구의3동,20~24세,2088
구의3동,25~29세,2885
구의3동,30~34세,2695
구의3동,35~39세,2487
구의3동,40~44세,2309
구의3동,45~49세,2420
구의3동,50~54세,2504
구의3동,55~59세,1743
구의3동,60~64세,1265
구의3동,65~69세,866
구의3동,70~74세,665
구의3동,75~79세,404
구의3동,80~84세,221
구의3동,85세 이상,140
광장동,0~4세,1324
광장동,5~9세,2261
광장동,10~14세,3423
광장동,15~19세,2901
광장동,20~24세,2003
광장동,25~29세,1973
광장동,30~34세,1931
광장동,35~39세,3162
광장동,40~44세,3992
광장동,45~49세,3480
광장동,50~54세,2531
광장동,55~59세,1483
광장동,60~64세,902
광장동,65~69세,772
광장동,70~74세,705
광장동,75~79세,444
광장동,80~84세,274
광장동,85세 이상,166
자양1동,0~4세,889
자양1동,5~9세,750
자양1동,10~14세,1140
자양1동,15~19세,1412
자양1동,20~24세,1809
자양1동,25~29세,2883
자양1동,30~34세,2502
자양1동,35~39세,1926
자양1동,40~44세,1773
자양1동,45~49세,1845
자양1동,50~54세,1788
자양1동,55~59세,1256
자양1동,60~64세,1015
자양1동,65~69세,843
자양1동,70~74세,617
자양1동,75~79세,357
자양1동,80~84세,212
자양1동,85세 이상,127
자양2동,0~4세,1245
자양2동,5~9세,1215
자양2동,10~14세,1577
자양2동,15~19세,1821
자양2동,20~24세,1871
자양2동,25~29세,2712
자양2동,30~34세,2689
자양2동,35~39세,2513
자양2동,40~44세,2261
자양2동,45~49세,2214
자양2동,50~54세,2321
자양2동,55~59세,1700
자양2동,60~64세,1208
자양2동,65~69세,916
자양2동,70~74세,579
자양2동,75~79세,382
자양2동,80~84세,186
자양2동,85세 이상,130
자양3동,0~4세,1526
자양3동,5~9세,1528
자양3동,10~14세,1867
자양3동,15~19세,2014
자양3동,20~24세,2200
자양3동,25~29세,2695
자양3동,30~34세,2566
자양3동,35~39세,2783
자양3동,40~44세,2568
자양3동,45~49세,2650
자양3동,50~54세,2839
자양3동,55~59세,1902
자양3동,60~64세,1171
자양3동,65~69세,795
자양3동,70~74세,559
자양3동,75~79세,387
자양3동,80~84세,216
자양3동,85세 이상,131
자양4동,0~4세,777
자양4동,5~9세,742
자양4동,10~14세,1058
자양4동,15~19세,1449
자양4동,20~24세,2189
자양4동,25~29세,3144
자양4동,30~34세,2394
자양4동,35~39세,2154
자양4동,40~44세,1902
자양4동,45~49세,2080
자양4동,50~54세,2244
자양4동,55~59세,1615
자양4동,60~64세,1334
자양4동,65~69세,994
자양4동,70~74세,714
자양4동,75~79세,422
자양4동,80~84세,205
자양4동,85세 이상,99
동대문구,0~4세,13081
동대문구,5~9세,13367
동대문구,10~14세,17039
동대문구,15~19세,20943
동대문구,20~24세,27978
동대문구,25~29세,33428
동대문구,30~34세,28555
동대문구,35~39세,28899
동대문구,40~44세,26286
동대문구,45~49세,25391
동대문구,50~54세,26612
동대문구,55~59세,21526
동대문구,60~64세,17765
동대문구,65~69세,15221
동대문구,70~74세,11367
동대문구,75~79세,6733
동대문구,80~84세,3388
동대문구,85세 이상,2020
회기동,0~4세,279
회기동,5~9세,314
회기동,10~14세,440
회기동,15~19세,750
회기동,20~24세,1662
회기동,25~29세,1768
회기동,30~34세,985
회기동,35~39세,766
회기동,40~44세,635
회기동,45~49세,607
회기동,50~54세,565
회기동,55~59세,491
회기동,60~64세,422
회기동,65~69세,394
회기동,70~74세,322
회기동,75~79세,184
회기동,80~84세,101
회기동,85세 이상,63
휘경1동,0~4세,521
휘경1동,5~9세,508
휘경1동,10~14세,722
휘경1동,15~19세,923
휘경1동,20~24세,1550
휘경1동,25~29세,2269
휘경1동,30~34세,1475
휘경1동,35~39세,1361
휘경1동,40~44세,1277
휘경1동,45~49세,1163
휘경1동,50~54세,1182
휘경1동,55~59세,980
휘경1동,60~64세,825
휘경1동,65~69세,720
휘경1동,70~74세,527
휘경1동,75~79세,304
휘경1동,80~84세,153
휘경1동,85세 이상,88
휘경2동,0~4세,952
휘경2동,5~9세,1073
휘경2동,10~14세,1338
휘경2동,15~19세,1595
휘경2동,20~24세,2275
휘경2동,25~29세,2482
휘경2동,30~34세,1922
휘경2동,35~39세,1967
휘경2동,40~44세,1848
휘경2동,45~49세,1809
휘경2동,50~54세,1745
휘경2동,55~59세,1412
휘경2동,60~64세,1185
휘경2동,65~69세,919
휘경2동,70~74세,655
휘경2동,75~79세,415
휘경2동,80~84세,208
휘경2동,85세 이상,146
청량리동,0~4세,698
청량리동,5~9세,802
청량리동,10~14세,972
청량리동,15~19세,1208
청량리동,20~24세,1560
청량리동,25~29세,1901
청량리동,30~34세,1651
청량리동,35~39세,1687
청량리동,40~44세,1590
청량리동,45~49세,1682
청량리동,50~54세,2100
청량리동,55~59세,1745
청량리동,60~64세,1462
청량리동,65~69세,1392
청량리동,70~74세,1065
청량리동,75~79세,680
청량리동,80~84세,364
청량리동,85세 이상,190
용신동,0~4세,1038
용신동,5~9세,829
용신동,10~14세,1133
용신동,15~19세,1601
용신동,20~24세,2085
용신동,25~29세,2880
용신동,30~34세,2519
용신동,35~39세,2373
용신동,40~44세,2112
용신동,45~49세,2030
용신동,50~54세,2304
용신동,55~59세,1793
용신동,60~64세,1580
용신동,65~69세,1420
용신동,70~74세,1085
용신동,75~79세,644
용신동,80~84세,292
용신동,85세 이상,182
제기동,0~4세,931
제기동,5~9세,874
제기동,10~14세,1091
제기동,15~19세,1389
제기동,20~24세,2276
제기동,25~29세,2885
제기동,30~34세,2092
제기동,35~39세,1957
제기동,40~44세,1738
제기동,45~49세,1779
제기동,50~54세,1997
제기동,55~59세,1603
제기동,60~64세,1442
제기동,65~69세,1301
제기동,70~74세,997
제기동,75~79세,653
제기동,80~84세,368
제기동,85세 이상,208
전농1동,0~4세,692
전농1동,5~9세,950
전농1동,10~14세,1292
전농1동,15~19세,1651
전농1동,20~24세,1817
전농1동,25~29세,2024
전농1동,30~34세,1833
전농1동,35~39세,1997
전농1동,40~44세,1901
전농1동,45~49세,1942
전농1동,50~54세,1931
전농1동,55~59세,1610
전농1동,60~64세,1399
전농1동,65~69세,1256
전농1동,70~74세,989
전농1동,75~79세,615
전농1동,80~84세,255
전농1동,85세 이상,149
전농2동,0~4세,643
전농2동,5~9세,886
전농2동,10~14세,1172
전농2동,15~19세,1375
전농2동,20~24세,1363
전농2동,25~29세,1398
전농2동,30~34세,1192
전농2동,35~39세,1590
전농2동,40~44세,1616
전농2동,45~49세,1624
전농2동,50~54세,1479
전농2동,55~59세,1196
전농2동,60~64세,917
전농2동,65~69세,880
전농2동,70~74세,661
전농2동,75~79세,363
전농2동,80~84세,198
전농2동,85세 이상,82
답십리1동,0~4세,713
답십리1동,5~9세,744
답십리1동,10~14세,1052
답십리1동,15~19세,1160
답십리1동,20~24세,1194
답십리1동,25~29세,1627
답십리1동,30~34세,1719
답십리1동,35~39세,1765
답십리1동,40~44세,1557
답십리1동,45~49세,1481
답십리1동,50~54세,1426
답십리1동,55~59세,1145
답십리1동,60~64세,1003
답십리1동,65~69세,890
답십리1동,70~74세,662
답십리1동,75~79세,383
답십리1동,80~84세,186
답십리1동,85세 이상,102
답십리2동,0~4세,1443
답십리2동,5~9세,1446
답십리2동,10~14세,1832
답십리2동,15~19세,1941
답십리2동,20~24세,1817
답십리2동,25~29세,2250
답십리2동,30~34세,2510
답십리2동,35~39세,2819
답십리2동,40~44세,2811
답십리2동,45~49세,2442
답십리2동,50~54세,2475
답십리2동,55~59세,1965
답십리2동,60~64세,1551
답십리2동,65~69세,1343
답십리2동,70~74세,1021
답십리2동,75~79세,583
답십리2동,80~84세,266
답십리2동,85세 이상,182
